time,P,G(i),H_sun,T2m,WS10m,Int
20140106:1209,4401810.0,319.52,27.42,15.93,3.94,0.0
20140106:1309,2369630.0,181.28,20.59,15.93,3.87,0.0
20140106:1409,620840.0,59.46,11.78,15.93,3.79,0.0
20140106:1509,0.0,0.0,0.0,15.92,3.71,0.0
20140106:1609,0.0,0.0,0.0,15.94,3.6,0.0
20140106:1709,0.0,0.0,0.0,15.96,3.49,0.0
20140106:1809,0.0,0.0,0.0,15.97,3.38,0.0
20140106:1909,0.0,0.0,0.0,16.0,3.72,0.0
20140106:2009,0.0,0.0,0.0,16.02,4.06,0.0
20140106:2109,0.0,0.0,0.0,16.04,4.4,0.0
20140106:2209,0.0,0.0,0.0,15.9,4.63,0.0
20140106:2309,0.0,0.0,0.0,15.77,4.86,0.0
20140107:0009,0.0,0.0,0.0,15.63,5.09,0.0
20140107:0109,0.0,0.0,0.0,15.05,4.74,0.0
20140107:0209,0.0,0.0,0.0,14.47,4.38,0.0
20140107:0309,0.0,0.0,0.0,13.89,4.03,0.0
20140107:0409,0.0,0.0,0.0,13.74,3.2,0.0
20140107:0509,0.0,0.0,0.0,13.58,2.36,0.0
20140107:0609,170850.0,23.65,6.37,13.42,1.53,0.0
20140107:0709,403410.0,42.57,16.02,13.43,2.28,0.0
20140107:0809,1697450.0,134.47,24.05,13.44,3.03,0.0
20140107:0909,1311720.0,107.84,29.75,13.45,3.78,0.0
20140107:1009,3227620.0,237.71,32.43,13.56,4.5,0.0
20140107:1109,2493730.0,188.25,31.66,13.67,5.22,0.0
20140107:1209,7258830.0,508.09,27.57,13.78,5.94,0.0
20140107:1309,354960.0,38.79,20.75,13.71,6.1,0.0
20140107:1409,503370.0,50.14,11.93,13.64,6.25,0.0
20140107:1509,0.0,0.0,0.0,13.57,6.4,0.0
20140107:1609,0.0,0.0,0.0,13.65,5.61,0.0
20140107:1709,0.0,0.0,0.0,13.73,4.83,0.0
20140107:1809,0.0,0.0,0.0,13.8,4.04,0.0
20140107:1909,0.0,0.0,0.0,13.72,3.79,0.0
20140107:2009,0.0,0.0,0.0,13.64,3.54,0.0
20140107:2109,0.0,0.0,0.0,13.55,3.3,0.0
20140107:2209,0.0,0.0,0.0,13.7,3.97,0.0
20140107:2309,0.0,0.0,0.0,13.86,4.64,0.0
20140108:0009,0.0,0.0,0.0,14.01,5.31,0.0
20140108:0109,0.0,0.0,0.0,14.21,6.04,0.0
20140108:0209,0.0,0.0,0.0,14.41,6.77,0.0
20140108:0309,0.0,0.0,0.0,14.61,7.5,0.0
20140108:0409,0.0,0.0,0.0,14.78,7.73,0.0
20140108:0509,0.0,0.0,0.0,14.95,7.96,0.0
20140108:0609,303450.0,35.05,6.38,15.12,8.19,0.0
20140108:0709,1357450.0,111.32,16.06,15.24,8.08,0.0
20140108:0809,5863640.0,413.45,24.11,15.35,7.96,0.0
20140108:0909,6494850.0,457.41,29.85,15.47,7.85,0.0
20140108:1009,11416010.0,805.83,32.56,15.58,7.37,0.0
20140108:1109,11627830.0,823.47,31.81,15.7,6.88,0.0
20140108:1209,7943930.0,559.92,27.73,15.81,6.4,0.0
20140108:1309,4397390.0,315.88,20.91,15.49,6.6,0.0
20140108:1409,2912610.0,217.91,12.09,15.17,6.8,0.0
20140108:1509,0.0,0.0,0.0,14.85,6.99,0.0
20140108:1609,0.0,0.0,0.0,14.82,6.84,0.0
20140108:1709,0.0,0.0,0.0,14.79,6.69,0.0
20140108:1809,0.0,0.0,0.0,14.75,6.54,0.0
20140108:1909,0.0,0.0,0.0,14.74,6.22,0.0
20140108:2009,0.0,0.0,0.0,14.73,5.9,0.0
20140108:2109,0.0,0.0,0.0,14.72,5.59,0.0
20140108:2209,0.0,0.0,0.0,14.8,5.49,0.0
20140108:2309,0.0,0.0,0.0,14.87,5.4,0.0
20140109:0009,0.0,0.0,0.0,14.95,5.31,0.0
20140109:0109,0.0,0.0,0.0,14.83,5.66,0.0
20140109:0209,0.0,0.0,0.0,14.71,6.0,0.0
20140109:0309,0.0,0.0,0.0,14.59,6.34,0.0
20140109:0409,0.0,0.0,0.0,14.57,6.31,0.0
20140109:0509,0.0,0.0,0.0,14.55,6.27,0.0
20140109:0609,2623100.0,205.69,6.41,14.53,6.23,0.0
20140109:0709,6484480.0,458.99,16.11,14.63,5.89,0.0
20140109:0809,9731990.0,685.62,24.18,14.72,5.54,0.0
20140109:0909,12018830.0,856.98,29.95,14.81,5.19,0.0
20140109:1009,12282670.0,890.98,32.69,15.0,3.72,0.0
20140109:1109,12172000.0,899.65,31.96,15.2,2.26,0.0
20140109:1209,10355890.0,772.37,27.89,15.39,0.8,0.0
20140109:1309,8264550.0,606.57,21.08,15.3,0.75,0.0
20140109:1409,4747760.0,352.05,12.26,15.22,0.7,0.0
20140109:1509,0.0,0.0,0.0,15.13,0.65,0.0
20140109:1609,0.0,0.0,0.0,15.06,2.1,0.0
20140109:1709,0.0,0.0,0.0,14.99,3.55,0.0
20140109:1809,0.0,0.0,0.0,14.91,5.01,0.0
20140109:1909,0.0,0.0,0.0,14.83,4.69,0.0
20140109:2009,0.0,0.0,0.0,14.75,4.36,0.0
20140109:2109,0.0,0.0,0.0,14.67,4.04,0.0
20140109:2209,0.0,0.0,0.0,14.67,3.38,0.0
20140109:2309,0.0,0.0,0.0,14.66,2.72,0.0
20140110:0009,0.0,0.0,0.0,14.66,2.06,0.0
20140110:0109,0.0,0.0,0.0,14.74,1.81,0.0
20140110:0209,0.0,0.0,0.0,14.83,1.57,0.0
20140110:0309,0.0,0.0,0.0,14.91,1.32,0.0
20140110:0409,0.0,0.0,0.0,14.88,1.43,0.0
20140110:0509,0.0,0.0,0.0,14.85,1.53,0.0
20140110:0609,1769190.0,145.44,6.43,14.82,1.63,0.0
20140110:0709,3871750.0,284.06,16.16,14.95,2.05,0.0
20140110:0809,8440330.0,606.65,24.26,15.07,2.47,0.0
20140110:0909,11105760.0,806.99,30.06,15.2,2.9,0.0
20140110:1009,12348800.0,899.21,32.82,15.48,3.64,0.0
20140110:1109,12376170.0,895.43,32.12,15.75,4.38,0.0
20140110:1209,10860280.0,775.22,28.06,16.03,5.12,0.0
20140110:1309,8385080.0,594.78,21.25,16.35,5.48,0.0
20140110:1409,4682990.0,341.89,12.43,16.68,5.83,0.0
20140110:1509,0.0,0.0,0.0,17.0,6.19,0.0
20140110:1609,0.0,0.0,0.0,16.82,6.7,0.0
20140110:1709,0.0,0.0,0.0,16.64,7.21,0.0
20140110:1809,0.0,0.0,0.0,16.45,7.72,0.0
20140110:1909,0.0,0.0,0.0,16.26,7.56,0.0
20140110:2009,0.0,0.0,0.0,16.07,7.4,0.0
20140110:2109,0.0,0.0,0.0,15.88,7.24,0.0
20140110:2209,0.0,0.0,0.0,15.75,6.94,0.0
20140110:2309,0.0,0.0,0.0,15.61,6.64,0.0
20140111:0009,0.0,0.0,0.0,15.48,6.34,0.0
20140111:0109,0.0,0.0,0.0,15.52,6.73,0.0
20140111:0209,0.0,0.0,0.0,15.56,7.12,0.0
20140111:0309,0.0,0.0,0.0,15.6,7.5,0.0
20140111:0409,0.0,0.0,0.0,15.54,7.06,0.0
20140111:0509,0.0,0.0,0.0,15.47,6.61,0.0
20140111:0609,1316310.0,112.04,6.47,15.4,6.17,0.0
20140111:0709,5646040.0,402.08,16.22,15.42,6.36,0.0
20140111:0809,9612990.0,676.07,24.35,15.44,6.56,0.0
20140111:0909,9093640.0,639.61,30.17,15.46,6.76,0.0
20140111:1009,6484820.0,458.98,32.97,15.63,6.78,0.0
20140111:1109,11807690.0,837.64,32.28,15.8,6.8,0.0
20140111:1209,7169580.0,505.77,28.24,15.97,6.83,0.0
20140111:1309,3932270.0,285.26,21.43,16.06,7.12,0.0
20140111:1409,4653750.0,337.79,12.6,16.15,7.42,0.0
20140111:1509,0.0,0.0,0.0,16.23,7.71,0.0
20140111:1609,0.0,0.0,0.0,16.13,6.97,0.0
20140111:1709,0.0,0.0,0.0,16.03,6.22,0.0
20140111:1809,0.0,0.0,0.0,15.93,5.48,0.0
20140111:1909,0.0,0.0,0.0,15.91,4.7,0.0
20140111:2009,0.0,0.0,0.0,15.89,3.93,0.0
20140111:2109,0.0,0.0,0.0,15.86,3.16,0.0
20140111:2209,0.0,0.0,0.0,15.89,3.15,0.0
20140111:2309,0.0,0.0,0.0,15.93,3.15,0.0
20140112:0009,0.0,0.0,0.0,15.96,3.14,0.0
20140112:0109,0.0,0.0,0.0,15.95,3.54,0.0
20140112:0209,0.0,0.0,0.0,15.94,3.93,0.0
20140112:0309,0.0,0.0,0.0,15.93,4.32,0.0
20140112:0409,0.0,0.0,0.0,15.89,4.29,0.0
20140112:0509,0.0,0.0,0.0,15.84,4.26,0.0
20140112:0609,1847560.0,151.2,6.51,15.79,4.23,0.0
20140112:0709,6470200.0,463.57,16.28,15.74,4.14,0.0
20140112:0809,9182890.0,655.24,24.44,15.68,4.05,0.0
20140112:0909,10800270.0,776.91,30.3,15.62,3.96,0.0
20140112:1009,12198520.0,876.35,33.12,15.66,5.1,0.0
20140112:1109,11516650.0,818.45,32.46,15.7,6.25,0.0
20140112:1209,8659290.0,607.91,28.42,15.74,7.39,0.0
20140112:1309,5989780.0,423.62,21.61,15.75,7.09,0.0
20140112:1409,2596070.0,196.66,12.77,15.76,6.78,0.0
20140112:1509,0.0,4.73,2.55,15.77,6.47,0.0
20140112:1609,0.0,0.0,0.0,15.57,6.14,0.0
20140112:1709,0.0,0.0,0.0,15.37,5.81,0.0
20140112:1809,0.0,0.0,0.0,15.17,5.48,0.0
20140112:1909,0.0,0.0,0.0,15.01,5.39,0.0
20140112:2009,0.0,0.0,0.0,14.85,5.3,0.0
20140112:2109,0.0,0.0,0.0,14.68,5.21,0.0
20140112:2209,0.0,0.0,0.0,14.67,4.85,0.0
20140112:2309,0.0,0.0,0.0,14.67,4.49,0.0
20140113:0009,0.0,0.0,0.0,14.66,4.12,0.0
20140113:0109,0.0,0.0,0.0,14.66,3.88,0.0
