time,P,G(i),H_sun,T2m,WS10m,Int
20140726:0309,0.0,0.0,0.0,24.09,1.71,0.0
20140726:0409,469500.0,37.46,7.17,24.19,1.88,0.0
20140726:0509,2598000.0,164.22,18.97,24.29,2.04,0.0
20140726:0609,7069750.0,377.47,31.08,24.39,2.21,0.0
20140726:0709,11640500.0,599.11,43.28,24.35,2.55,0.0
20140726:0809,15209500.0,786.24,55.21,24.3,2.9,0.0
20140726:0909,17658000.0,920.88,66.08,24.26,3.24,0.0
20140726:1009,18737000.0,983.24,73.33,24.45,3.39,0.0
20140726:1109,18636250.0,976.01,71.76,24.65,3.54,0.0
20140726:1209,17262500.0,895.5,62.87,24.85,3.7,0.0
20140726:1309,14323750.0,737.34,51.51,24.92,3.26,0.0
20140726:1409,10489250.0,542.2,39.44,24.99,2.81,0.0
20140726:1509,5665500.0,315.55,27.25,25.05,2.37,0.0
20140726:1609,1309250.0,104.85,15.21,24.92,2.06,0.0
20140726:1709,140750.0,17.42,3.57,24.79,1.76,0.0
20140726:1809,0.0,0.0,0.0,24.66,1.45,0.0
20140726:1909,0.0,0.0,0.0,24.55,1.55,0.0
20140726:2009,0.0,0.0,0.0,24.44,1.65,0.0
20140726:2109,0.0,0.0,0.0,24.34,1.75,0.0
20140726:2209,0.0,0.0,0.0,24.37,1.83,0.0
20140726:2309,0.0,0.0,0.0,24.41,1.9,0.0
20140727:0009,0.0,0.0,0.0,24.45,1.97,0.0
20140727:0109,0.0,0.0,0.0,24.32,1.92,0.0
20140727:0209,0.0,0.0,0.0,24.2,1.87,0.0
20140727:0309,0.0,0.0,0.0,24.08,1.82,0.0
20140727:0409,469500.0,37.46,7.05,24.14,1.71,0.0
20140727:0509,2554000.0,164.87,18.85,24.21,1.61,0.0
20140727:0609,7072500.0,379.11,30.97,24.28,1.5,0.0
20140727:0709,11573250.0,600.05,43.16,24.25,1.75,0.0
20140727:0809,15069000.0,787.3,55.08,24.22,1.99,0.0
20140727:0909,17365000.0,917.3,65.92,24.19,2.23,0.0
20140727:1009,18572500.0,984.47,73.12,24.36,2.62,0.0
20140727:1109,18457000.0,972.48,71.56,24.54,3.01,0.0
20140727:1209,17084250.0,888.42,62.72,24.72,3.39,0.0
20140727:1309,14309000.0,738.44,51.39,24.76,2.92,0.0
20140727:1409,10346000.0,535.66,39.33,24.8,2.46,0.0
20140727:1509,5634000.0,313.52,27.14,24.83,1.99,0.0
20140727:1609,1421750.0,107.39,15.09,24.68,1.72,0.0
20140727:1709,141000.0,17.42,3.43,24.53,1.46,0.0
20140727:1809,0.0,0.0,0.0,24.37,1.2,0.0
20140727:1909,0.0,0.0,0.0,24.26,1.24,0.0
20140727:2009,0.0,0.0,0.0,24.15,1.28,0.0
20140727:2109,0.0,0.0,0.0,24.04,1.32,0.0
20140727:2209,0.0,0.0,0.0,24.08,1.49,0.0
20140727:2309,0.0,0.0,0.0,24.12,1.66,0.0
20140728:0009,0.0,0.0,0.0,24.17,1.82,0.0
20140728:0109,0.0,0.0,0.0,23.99,1.62,0.0
20140728:0209,0.0,0.0,0.0,23.81,1.42,0.0
20140728:0309,0.0,0.0,0.0,23.63,1.21,0.0
20140728:0409,455000.0,36.59,6.92,23.75,1.11,0.0
20140728:0509,2559000.0,163.09,18.73,23.87,1.01,0.0
20140728:0609,6962500.0,373.78,30.86,23.99,0.91,0.0
20140728:0709,11427750.0,591.97,43.04,24.0,1.69,0.0
20140728:0809,15044250.0,780.2,54.95,24.0,2.46,0.0
20140728:0909,17548000.0,913.71,65.76,24.01,3.24,0.0
20140728:1009,18736250.0,980.89,72.9,24.26,3.51,0.0
20140728:1109,18566250.0,968.91,71.35,24.51,3.77,0.0
20140728:1209,17198750.0,888.61,62.57,24.77,4.04,0.0
20140728:1309,14336250.0,732.49,51.26,24.82,4.08,0.0
20140728:1409,10499000.0,537.75,39.21,24.87,4.11,0.0
20140728:1509,5677000.0,313.32,27.02,24.91,4.15,0.0
20140728:1609,1354500.0,105.34,14.96,24.78,3.39,0.0
20140728:1709,116000.0,15.68,3.3,24.65,2.63,0.0
20140728:1809,0.0,0.0,0.0,24.51,1.88,0.0
20140728:1909,0.0,0.0,0.0,24.38,2.05,0.0
20140728:2009,0.0,0.0,0.0,24.24,2.23,0.0
20140728:2109,0.0,0.0,0.0,24.11,2.4,0.0
20140728:2209,0.0,0.0,0.0,24.11,2.33,0.0
20140728:2309,0.0,0.0,0.0,24.11,2.25,0.0
20140729:0009,0.0,0.0,0.0,24.11,2.18,0.0
20140729:0109,0.0,0.0,0.0,23.97,2.32,0.0
20140729:0209,0.0,0.0,0.0,23.83,2.46,0.0
20140729:0309,0.0,0.0,0.0,23.7,2.61,0.0
20140729:0409,455500.0,36.59,6.79,23.76,2.97,0.0
20140729:0509,2405500.0,165.45,18.61,23.82,3.33,0.0
20140729:0609,7388750.0,391.55,30.74,23.88,3.7,0.0
20140729:0709,12161750.0,616.86,42.93,23.93,4.22,0.0
20140729:0809,15831000.0,803.95,54.82,23.97,4.74,0.0
20140729:0909,18168250.0,928.38,65.59,24.02,5.27,0.0
20140729:1009,19300500.0,991.97,72.67,24.39,5.5,0.0
20140729:1109,18905750.0,970.21,71.14,24.76,5.74,0.0
