time,P,G(i),H_sun,T2m,WS10m,Int,
20140101,0,0,0,0,12.56,1.5,0
20140101,0,0,0,0,12.51,1.5,0
20140101,0,0,0,0,12.46,1.5,0
20140101,0,0,0,0,12.41,1.5,0
20140101,0,0,0,0,12.41,1.73,0
20140101,0,0,0,0,12.4,1.95,0
20140101,0,26590.2,169.34,7.13,12.39,2.18,0
20140101,0,42483,251.37,16.53,12.95,2.51,0
20140101,0,97809.6,562.1,24.22,13.51,2.84,0
20140101,0,136151.4,793.31,29.52,14.07,3.17,0
20140101,0,126184.8,732.38,31.75,14.23,3.32,0
20140101,0,20510.7,132.44,30.56,14.39,3.47,0
20140101,0,4809,41.62,26.15,14.56,3.61,0
20140101,0,15336.3,103.44,19.12,14.47,2.96,0
20140101,0,8771.7,65.78,10.18,14.38,2.3,0
20140101,0,0,0,0,14.3,1.64,0
20140101,0,0,0,0,13.92,1.78,0
20140101,0,0,0,0,13.54,1.92,0
20140101,0,0,0,0,13.17,2.06,0
20140101,0,0,0,0,13.15,2.11,0
20140101,0,0,0,0,13.14,2.16,0
20140101,0,0,0,0,13.13,2.21,0
20140101,0,0,0,0,13.43,2.38,0
20140101,0,0,0,0,13.74,2.55,0
20140102,0,0,0,0,14.04,2.72,0
20140102,0,0,0,0,13.89,2.84,0
20140102,0,0,0,0,13.74,2.96,0
20140102,0,0,0,0,13.58,3.08,0
20140102,0,0,0,0,13.55,2.9,0
20140102,0,0,0,0,13.51,2.73,0
20140102,0,35332.5,220.64,7.11,13.48,2.55,0
20140102,0,42919.8,255,16.53,14.15,2.64,0
20140102,0,77448,448.25,24.25,14.82,2.74,0
20140102,0,42308.7,253.84,29.57,15.49,2.83,0
20140102,0,17339.7,115.41,31.83,15.56,2.41,0
20140102,0,27432.3,172.21,30.66,15.63,1.99,0
20140102,0,4036.2,36.89,26.27,15.7,1.57,0
20140102,0,18028.5,119.3,19.25,15.51,1.53,0
20140102,0,8868.3,66.65,10.31,15.32,1.48,0
20140102,0,0,0,0,15.14,1.43,0
20140102,0,0,0,0,14.69,1.62,0
20140102,0,0,0,0,14.25,1.81,0
20140102,0,0,0,0,13.81,2,0
20140102,0,0,0,0,13.63,2.02,0
20140102,0,0,0,0,13.45,2.05,0
20140102,0,0,0,0,13.27,2.07,0
20140102,0,0,0,0,13.42,2.34,0
20140102,0,0,0,0,13.58,2.6,0
20140103,0,0,0,0,13.73,2.87,0
20140103,0,0,0,0,13.66,2.82,0
20140103,0,0,0,0,13.58,2.77,0
20140103,0,0,0,0,13.5,2.72,0
20140103,0,0,0,0,13.46,2.67,0
20140103,0,0,0,0,13.42,2.62,0
20140103,0,9557.1,70.91,7.1,13.38,2.57,0
20140103,0,21850.5,139.32,16.54,13.89,2.7,0
20140103,0,104370,603.24,24.28,14.41,2.83,0
20140103,0,34763.4,211.67,29.63,14.92,2.97,0
20140103,0,101171.7,586.21,31.92,14.91,3.05,0
20140103,0,61393.5,358.33,30.78,14.9,3.13,0
20140103,0,25981.2,163.07,26.4,14.89,3.21,0
20140103,0,50933.4,299.49,19.39,14.64,2.59,0
20140103,0,6806.1,53.98,10.45,14.4,1.96,0
20140103,0,0,0,0,14.16,1.34,0
20140103,0,0,0,0,13.77,1.68,0
20140103,0,0,0,0,13.38,2.03,0
20140103,0,0,0,0,12.99,2.37,0
20140103,0,0,0,0,12.81,2.37,0
20140103,0,0,0,0,12.63,2.37,0
20140103,0,0,0,0,12.45,2.37,0
20140103,0,0,0,0,12.59,2.76,0
20140103,0,0,0,0,12.73,3.15,0
20140104,0,0,0,0,12.87,3.54,0
20140104,0,0,0,0,12.76,3.38,0
20140104,0,0,0,0,12.64,3.22,0
20140104,0,0,0,0,12.52,3.06,0
20140104,0,0,0,0,12.5,2.87,0
20140104,0,0,0,0,12.47,2.68,0
20140104,0,5235.3,44.22,7.09,12.45,2.48,0
20140104,0,18958.8,122.78,16.56,12.98,3.32,0
20140104,0,51038.4,297.31,24.32,13.51,4.16,0
20140104,0,119116.2,680.03,29.7,14.04,4.99,0
20140104,0,28639.8,176.89,32.01,14.2,5.25,0
20140104,0,20397.3,131.49,30.9,14.35,5.51,0
20140104,0,51830.1,302.05,26.53,14.51,5.77,0
20140104,0,35914.2,215.74,19.53,14.36,4.69,0
20140104,0,6659.1,53,10.6,14.21,3.61,0
20140104,0,0,0,0,14.06,2.54,0
20140104,0,0,0,0,13.71,2.43,0
20140104,0,0,0,0,13.37,2.32,0
20140104,0,0,0,0,13.03,2.21,0
20140104,0,0,0,0,13,2.39,0
20140104,0,0,0,0,12.97,2.57,0
20140104,0,0,0,0,12.94,2.76,0
20140104,0,0,0,0,13.18,2.9,0
20140104,0,0,0,0,13.42,3.04,0
20140105,0,0,0,0,13.66,3.19,0
20140105,0,0,0,0,13.49,3.14,0
20140105,0,0,0,0,13.31,3.1,0
20140105,0,0,0,0,13.13,3.06,0
20140105,0,0,0,0,13.15,2.92,0
20140105,0,0,0,0,13.16,2.78,0
20140105,0,18270,122.06,7.1,13.17,2.63,0
20140105,0,38927.7,233.05,16.58,13.74,2.17,0
20140105,0,109225.2,639.24,24.37,14.32,1.7,0
20140105,0,125382.6,748.48,29.77,14.89,1.23,0
20140105,0,136388.7,822.79,32.12,14.97,1.16,0
20140105,0,137583.6,831.8,31.02,15.04,1.09,0
20140105,0,122211.6,730.54,26.67,15.12,1.02,0
20140105,0,94281.6,554.89,19.67,14.94,1.11,0
20140105,0,47890.5,289.4,10.74,14.76,1.2,0
20140105,0,0,0,0,14.58,1.3,0
20140105,0,0,0,0,14.18,1.77,0
20140105,0,0,0,0,13.78,2.23,0
20140105,0,0,0,0,13.39,2.7,0
20140105,0,0,0,0,13.28,2.87,0
20140105,0,0,0,0,13.17,3.04,0
20140105,0,0,0,0,13.07,3.21,0
20140105,0,0,0,0,13.28,3.37,0
20140105,0,0,0,0,13.48,3.53,0
20140106,0,0,0,0,13.69,3.68,0
20140106,0,0,0,0,13.57,3.53,0
20140106,0,0,0,0,13.44,3.38,0
20140106,0,0,0,0,13.31,3.23,0
20140106,0,0,0,0,13.28,2.97,0
20140106,0,0,0,0,13.24,2.71,0
20140106,0,3078.6,30.27,7.1,13.21,2.46,0
20140106,0,3788.4,35,16.61,13.77,3.11,0
20140106,0,5724.6,47.3,24.42,14.34,3.77,0
20140106,0,55488.3,324.07,29.86,14.9,4.43,0
20140106,0,27638.1,172.15,32.23,14.99,4.43,0
20140106,0,20976.9,135.28,31.16,15.08,4.43,0
20140106,0,19275.9,125.82,26.82,15.17,4.43,0
20140106,0,12423.6,87.03,19.82,14.94,3.53,0
20140106,0,10485.3,75.89,10.89,14.71,2.63,0
20140106,0,0,0,0,14.49,1.72,0
20140106,0,0,0,0,14.23,2.06,0
20140106,0,0,0,0,13.97,2.4,0
20140106,0,0,0,0,13.72,2.74,0
20140106,0,0,0,0,13.67,2.72,0
20140106,0,0,0,0,13.62,2.69,0
20140106,0,0,0,0,13.58,2.66,0
20140106,0,0,0,0,13.75,2.45,0
20140106,0,0,0,0,13.93,2.23,0
20140107,0,0,0,0,14.1,2.01,0
20140107,0,0,0,0,13.51,1.83,0
20140107,0,0,0,0,12.92,1.66,0
20140107,0,0,0,0,12.32,1.48,0
20140107,0,0,0,0,12.18,1.55,0
20140107,0,0,0,0,12.03,1.63,0
20140107,0,987,15.14,7.12,11.89,1.71,0
20140107,0,8465.1,63.38,16.64,12.35,1.98,0
20140107,0,73346.7,422.26,24.48,12.81,2.24,0
20140107,0,47670,280.96,29.95,13.27,2.51,0
20140107,0,22617,143.79,32.35,13.29,2.26,0
20140107,0,5749.8,47.3,31.3,13.31,2,0
20140107,0,26754,166.78,26.97,13.33,1.75,0
20140107,0,18568.2,121.02,19.98,12.91,1.57,0
20140107,0,17041.5,112.69,11.05,12.5,1.39,0
20140107,0,0,0,0,12.09,1.21,0
20140107,0,0,0,0,11.86,1.33,0
20140107,0,0,0,0,11.63,1.45,0
20140107,0,0,0,0,11.41,1.57,0
20140107,0,0,0,0,11.43,1.76,0
20140107,0,0,0,0,11.45,1.94,0
20140107,0,0,0,0,11.47,2.12,0
20140107,0,0,0,0,11.93,2.17,0
20140107,0,0,0,0,12.39,2.21,0
20140108,0,0,0,0,12.85,2.25,0
20140108,0,0,0,0,12.83,2.28,0
20140108,0,0,0,0,12.8,2.3,0
20140108,0,0,0,0,12.77,2.33,0
20140108,0,0,0,0,12.9,2.35,0
20140108,0,0,0,0,13.02,2.38,0
20140108,0,4187.4,37.62,7.13,13.14,2.4,0
20140108,0,16858.8,111.61,16.68,13.75,2.91,0
20140108,0,38356.5,230.02,24.55,14.36,3.42,0
20140108,0,95503.8,549.56,30.04,14.97,3.93,0
20140108,0,102763.5,591.63,32.47,15.06,4.17,0
20140108,0,51580.2,303.26,31.44,15.14,4.4,0
20140108,0,61133.1,354.85,27.13,15.23,4.63,0
20140108,0,35410.2,213.59,20.14,14.68,4.08,0
20140108,0,11808.3,83.3,11.21,14.13,3.52,0
20140108,0,0,0,0,13.59,2.97,0
20140108,0,0,0,0,13.3,2.69,0
20140108,0,0,0,0,13.01,2.41,0
20140108,0,0,0,0,12.72,2.14,0
20140108,0,0,0,0,12.7,2.26,0
20140108,0,0,0,0,12.68,2.38,0
20140108,0,0,0,0,12.67,2.5,0
20140108,0,0,0,0,12.92,2.79,0
20140108,0,0,0,0,13.18,3.09,0
20140109,0,0,0,0,13.43,3.38,0
20140109,0,0,0,0,13.23,3.23,0
20140109,0,0,0,0,13.03,3.09,0
20140109,0,0,0,0,12.83,2.94,0
20140109,0,0,0,0,12.81,2.83,0
20140109,0,0,0,0,12.78,2.73,0
20140109,0,338.1,9.46,7.16,12.76,2.62,0
20140109,0,58573.2,340.2,16.73,13.37,2.97,0
20140109,0,108410.4,623.54,24.62,13.98,3.31,0
20140109,0,134282.4,780.22,30.15,14.58,3.66,0
20140109,0,130525.5,757.61,32.61,14.71,3.8,0
20140109,0,101077.2,581.73,31.6,14.83,3.95,0
20140109,0,83653.5,480.78,27.29,14.96,4.1,0
20140109,0,34450.5,208.69,20.31,14.66,3.33,0
20140109,0,16617.3,110.91,11.37,14.36,2.57,0
20140109,0,0,0,0,14.07,1.81,0
20140109,0,0,0,0,13.72,2.11,0
20140109,0,0,0,0,13.37,2.4,0
20140109,0,0,0,0,13.02,2.7,0
20140109,0,0,0,0,12.91,2.62,0
20140109,0,0,0,0,12.8,2.54,0
20140109,0,0,0,0,12.69,2.46,0
20140109,0,0,0,0,12.87,2.34,0
20140109,0,0,0,0,13.05,2.23,0
20140110,0,0,0,0,13.23,2.11,0
20140110,0,0,0,0,13.2,1.96,0
20140110,0,0,0,0,13.16,1.81,0
20140110,0,0,0,0,13.12,1.66,0
20140110,0,0,0,0,13.05,1.52,0
20140110,0,0,0,0,12.98,1.38,0
20140110,0,28881.3,184.05,7.19,12.91,1.24,0
20140110,0,78825.6,460.65,16.78,13.49,1.16,0
20140110,0,119607.6,708.91,24.7,14.07,1.08,0
20140110,0,138883.5,839.82,30.26,14.64,0.99,0
20140110,0,147384.3,900.16,32.75,14.83,0.97,0
20140110,0,139765.5,849.02,31.76,15.01,0.95,0
20140110,0,124857.6,749.43,27.46,15.2,0.92,0
20140110,0,95757.9,565.26,20.48,15.32,1.05,0
20140110,0,52552.5,316.71,11.54,15.45,1.18,0
20140110,0,0,0,0,15.58,1.31,0
20140110,0,0,0,0,15.25,1.54,0
20140110,0,0,0,0,14.92,1.77,0
20140110,0,0,0,0,14.6,2,0
20140110,0,0,0,0,14.43,1.56,0
20140110,0,0,0,0,14.26,1.13,0
20140110,0,0,0,0,14.09,0.69,0
20140110,0,0,0,0,14.17,0.62,0
20140110,0,0,0,0,14.25,0.55,0
20140111,0,0,0,0,14.33,0.48,0
20140111,0,0,0,0,14.2,0.42,0
20140111,0,0,0,0,14.06,0.35,0
20140111,0,0,0,0,13.92,0.29,0
20140111,0,0,0,0,13.82,0.46,0
20140111,0,0,0,0,13.72,0.64,0
20140111,0,23049.6,150.85,7.23,13.62,0.81,0
20140111,0,84147,495.38,16.84,14.12,0.83,0
20140111,0,96135.9,566.66,24.79,14.63,0.85,0
20140111,0,112881.3,673.49,30.38,15.13,0.87,0
20140111,0,131789.7,796.55,32.89,15.21,0.96,0
20140111,0,102431.7,607,31.92,15.29,1.05,0
20140111,0,88447.8,520.47,27.64,15.37,1.14,0
20140111,0,39036.9,236.12,20.66,15.24,1.05,0
20140111,0,34089.3,210.51,11.72,15.12,0.95,0
20140111,0,0,0,0,15,0.86,0
20140111,0,0,0,0,14.59,1.27,0
20140111,0,0,0,0,14.18,1.69,0
20140111,0,0,0,0,13.78,2.11,0
20140111,0,0,0,0,13.68,2,0
20140111,0,0,0,0,13.58,1.9,0
20140111,0,0,0,0,13.48,1.79,0
20140111,0,0,0,0,13.7,1.77,0
20140111,0,0,0,0,13.93,1.76,0
20140112,0,0,0,0,14.15,1.74,0
20140112,0,0,0,0,14.02,1.6,0
20140112,0,0,0,0,13.89,1.47,0
20140112,0,0,0,0,13.76,1.34,0
20140112,0,0,0,0,13.76,1.34,0
20140112,0,0,0,0,13.75,1.34,0
20140112,0,23135.7,151.21,7.27,13.74,1.34,0
20140112,0,77244.3,452.27,16.91,14.24,1.34,0
20140112,0,123843.3,735.31,24.89,14.74,1.35,0
20140112,0,133728,802.76,30.5,15.24,1.35,0
20140112,0,146254.5,889.82,33.05,15.28,1.22,0
20140112,0,128146.2,770.63,32.1,15.31,1.09,0
20140112,0,106167.6,630.23,27.82,15.35,0.97,0
20140112,0,51494.1,306.07,20.84,15.16,0.86,0
20140112,0,46200,279.73,11.89,14.97,0.75,0
20140112,0,0,0,0,14.79,0.65,0
20140112,0,0,0,0,14.35,0.79,0
20140112,0,0,0,0,13.91,0.92,0
20140112,0,0,0,0,13.48,1.06,0
20140112,0,0,0,0,13.26,1.14,0
20140112,0,0,0,0,13.04,1.21,0
20140112,0,0,0,0,12.82,1.28,0
20140112,0,0,0,0,12.96,1.37,0
20140112,0,0,0,0,13.1,1.47,0
20140113,0,0,0,0,13.24,1.56,0
20140113,0,0,0,0,13.03,1.37,0
20140113,0,0,0,0,12.82,1.17,0
20140113,0,0,0,0,12.6,0.98,0
20140113,0,0,0,0,12.54,0.9,0
20140113,0,0,0,0,12.47,0.81,0
20140113,0,20195.7,133.52,7.32,12.41,0.73,0
20140113,0,37682.4,226.45,16.98,12.94,1.05,0
20140113,0,43455.3,258.69,24.99,13.48,1.37,0
20140113,0,70618.8,411.69,30.64,14.01,1.7,0
20140113,0,95144.7,552.6,33.21,14.16,2.24,0
20140113,0,90688.5,524.43,32.28,14.31,2.79,0
20140113,0,102192.3,588.73,28.01,14.46,3.34,0
20140113,0,57416.1,334.65,21.03,14.33,2.87,0
20140113,0,29450.4,182.61,12.07,14.21,2.4,0
20140113,0,0,0,0,14.09,1.93,0
20140113,0,0,0,0,13.81,2.12,0
20140113,0,0,0,0,13.54,2.32,0
20140113,0,0,0,0,13.27,2.51,0
20140113,0,0,0,0,13.24,2.52,0
20140113,0,0,0,0,13.21,2.53,0
20140113,0,0,0,0,13.18,2.54,0
20140113,0,0,0,0,13.39,2.64,0
20140113,0,0,0,0,13.61,2.74,0
20140114,0,0,0,0,13.82,2.84,0
20140114,0,0,0,0,13.64,2.7,0
20140114,0,0,0,0,13.46,2.57,0
20140114,0,0,0,0,13.28,2.43,0
20140114,0,0,0,0,13.34,2.47,0
20140114,0,0,0,0,13.39,2.52,0
20140114,0,31953.6,201.82,7.37,13.45,2.57,0
20140114,0,80553.9,467.26,17.06,14.05,2.46,0
20140114,0,76868.4,444.17,25.09,14.65,2.34,1
20140114,0,139956.6,831.88,30.78,15.25,2.23,0
20140114,0,60372.9,355.25,33.38,15.38,2.33,0
20140114,0,73397.1,428.85,32.47,15.51,2.42,0
20140114,0,85627.5,498.48,28.2,15.65,2.51,0
20140114,0,80640,470.27,21.22,15.44,2.07,0
20140114,0,60240.6,359.62,12.26,15.23,1.64,0
20140114,0,0,0,0,15.02,1.2,0
20140114,0,0,0,0,14.72,1.47,0
20140114,0,0,0,0,14.42,1.73,0
20140114,0,0,0,0,14.12,2,0
20140114,0,0,0,0,14.05,2.01,0
20140114,0,0,0,0,13.98,2.03,0
20140114,0,0,0,0,13.92,2.04,0
20140114,0,0,0,0,14.15,2.42,0
20140114,0,0,0,0,14.39,2.8,0
20140115,0,0,0,0,14.62,3.19,0
20140115,0,0,0,0,14.59,3.17,0
20140115,0,0,0,0,14.56,3.15,0
20140115,0,0,0,0,14.52,3.13,0
20140115,0,0,0,0,14.52,3.08,0
20140115,0,0,0,0,14.51,3.02,0
20140115,0,17768.1,119.95,7.43,14.5,2.97,0
20140115,0,41470.8,247.55,17.14,15.05,3.54,0
20140115,0,85081.5,490.13,25.21,15.6,4.12,0
20140115,0,125563.2,727.13,30.92,16.15,4.7,0
20140115,0,124252.8,718.99,33.55,16.21,4.98,0
20140115,0,110579.7,637,32.66,16.26,5.26,0
20140115,0,89384.4,513.52,28.4,16.32,5.54,0
20140115,0,52111.5,306.03,21.41,16.15,4.83,0
20140115,0,16842,112.6,12.44,15.98,4.12,0
20140115,0,0,0,0,15.81,3.41,0
20140115,0,0,0,0,15.47,3.03,0
20140115,0,0,0,0,15.13,2.65,0
20140115,0,0,0,0,14.8,2.28,0
20140115,0,0,0,0,14.71,2.27,0
20140115,0,0,0,0,14.62,2.27,0
20140115,0,0,0,0,14.54,2.26,0
20140115,0,0,0,0,14.79,2.52,0
20140115,0,0,0,0,15.03,2.79,0
20140116,0,0,0,0,15.28,3.05,0
20140116,0,0,0,0,15.19,2.97,0
20140116,0,0,0,0,15.1,2.88,0
20140116,0,0,0,0,15.01,2.8,0
20140116,0,0,0,0,15.03,2.75,0
20140116,0,0,0,0,15.05,2.7,0
20140116,0,9979.2,74.05,7.5,15.07,2.65,0
20140116,0,86356.2,503.52,17.23,15.61,2.82,0
20140116,0,85442.7,496.67,25.33,16.15,2.99,0
20140116,0,10042.2,73.79,31.08,16.69,3.16,0
20140116,0,12969.6,90.81,33.73,16.66,3.35,0
20140116,0,8929.2,67.16,32.86,16.63,3.54,0
20140116,0,14626.5,100.27,28.6,16.61,3.72,0
20140116,0,55085.1,324.35,21.61,16.09,2.87,0
20140116,0,46605.3,280.59,12.63,15.57,2.01,0
20140116,0,0,0,0,15.05,1.16,0
20140116,0,0,0,0,14.69,1.33,0
20140116,0,0,0,0,14.33,1.5,0
20140116,0,0,0,0,13.97,1.67,0
20140116,0,0,0,0,13.87,1.64,0
20140116,0,0,0,0,13.77,1.6,0
20140116,0,0,0,0,13.67,1.57,0
20140116,0,0,0,0,13.91,1.4,0
20140116,0,0,0,0,14.16,1.23,0
20140117,0,0,0,0,14.4,1.06,0
20140117,0,0,0,0,14.31,1.21,0
20140117,0,0,0,0,14.22,1.37,0
20140117,0,0,0,0,14.13,1.52,0
20140117,0,0,0,0,14.11,1.62,0
20140117,0,0,0,0,14.08,1.72,0
20140117,0,33719.7,213.34,7.57,14.06,1.82,0
20140117,0,81469.5,477.9,17.33,14.61,1.39,0
20140117,0,120783.6,722.15,25.46,15.17,0.96,0
20140117,0,139215.3,856.35,31.24,15.72,0.52,0
20140117,0,151292.4,933.47,33.92,15.79,0.93,0
20140117,0,147695.1,900.26,33.06,15.86,1.33,0
20140117,0,136527.3,817.84,28.81,15.94,1.74,0
20140117,0,108544.8,640.21,21.82,15.62,1.62,0
20140117,0,59010,352.35,12.83,15.3,1.51,0
20140117,0,48.3,6.34,2.49,14.98,1.39,0
20140117,0,0,0,0,14.59,1.81,0
20140117,0,0,0,0,14.2,2.23,0
20140117,0,0,0,0,13.81,2.65,0
20140117,0,0,0,0,13.68,2.52,0
20140117,0,0,0,0,13.55,2.4,0
20140117,0,0,0,0,13.42,2.28,0
20140117,0,0,0,0,13.57,2.43,0
20140117,0,0,0,0,13.73,2.59,0
20140118,0,0,0,0,13.88,2.74,0
20140118,0,0,0,0,13.65,2.91,0
20140118,0,0,0,0,13.42,3.08,0
20140118,0,0,0,0,13.19,3.24,0
20140118,0,0,0,0,13.05,3.15,0
20140118,0,0,0,0,12.9,3.06,0
20140118,0,34496.7,215.88,7.65,12.75,2.97,0
20140118,0,85581.3,491.83,17.44,13.28,3.35,0
20140118,0,113292.9,649.94,25.59,13.82,3.73,0
20140118,0,72903.6,419.99,31.4,14.35,4.11,0
20140118,0,90171.9,517.31,34.11,14.51,4.46,0
20140118,0,94703.7,542.34,33.27,14.67,4.82,0
20140118,0,111020.7,634.54,29.03,14.83,5.17,0
20140118,0,87066,498.25,22.02,14.76,4.68,0
20140118,0,48959.4,290.44,13.02,14.69,4.18,0
20140118,0,575.4,11.77,2.67,14.62,3.68,0
20140118,0,0,0,0,14.34,3.29,0
20140118,0,0,0,0,14.06,2.89,0
20140118,0,0,0,0,13.79,2.5,0
20140118,0,0,0,0,13.78,2.59,0
20140118,0,0,0,0,13.77,2.69,0
20140118,0,0,0,0,13.76,2.79,0
20140118,0,0,0,0,14.03,2.89,0
20140118,0,0,0,0,14.31,3,0
20140119,0,0,0,0,14.58,3.1,0
20140119,0,0,0,0,14.51,2.97,0
20140119,0,0,0,0,14.43,2.85,0
20140119,0,0,0,0,14.35,2.72,0
20140119,0,0,0,0,14.36,2.74,0
20140119,0,0,0,0,14.36,2.75,0
20140119,0,31762.5,201.55,7.73,14.37,2.77,0
20140119,0,57842.4,337.89,17.55,14.91,3.54,0
20140119,0,75448.8,435.12,25.73,15.45,4.3,0
20140119,0,64127.7,372.97,31.58,15.99,5.06,0
20140119,0,66000.9,383.82,34.32,16,5.12,0
20140119,0,86942.1,500.8,33.49,16.01,5.18,0
20140119,0,75694.5,436.58,29.25,16.02,5.24,0
20140119,0,55450.5,323.92,22.23,15.74,4.78,0
20140119,0,40299,242.88,13.23,15.46,4.31,0
20140119,0,676.2,12.67,2.86,15.19,3.85,0
20140119,0,0,0,0,14.83,3.52,0
20140119,0,0,0,0,14.47,3.19,0
20140119,0,0,0,0,14.11,2.86,0
20140119,0,0,0,0,14.05,2.96,0
20140119,0,0,0,0,13.99,3.06,0
20140119,0,0,0,0,13.93,3.16,0
20140119,0,0,0,0,14.24,3.2,0
20140119,0,0,0,0,14.56,3.24,0
20140120,0,0,0,0,14.87,3.28,0
20140120,0,0,0,0,14.83,3.53,0
20140120,0,0,0,0,14.78,3.78,0
20140120,0,0,0,0,14.73,4.03,0
20140120,0,0,0,0,14.82,4.27,0
20140120,0,0,0,0,14.91,4.51,0
20140120,0,9023.7,68.03,7.82,15,4.76,0
20140120,0,15176.7,102.77,17.66,15.55,5.18,0
20140120,0,53909.1,315.67,25.88,16.11,5.6,0
20140120,0,75064.5,433.78,31.76,16.66,6.01,0
20140120,0,155061.9,901.69,34.52,16.68,6.08,0
20140120,0,128723.7,742.3,33.71,16.7,6.15,0
20140120,0,139461,804.31,29.47,16.72,6.22,0
20140120,0,108668.7,624.35,22.45,16.44,5.51,0
20140120,0,64407,379.1,13.43,16.16,4.8,0
20140120,0,884.1,14.48,3.05,15.89,4.1,0
20140120,0,0,0,0,15.66,3.93,0
20140120,0,0,0,0,15.43,3.77,0
20140120,0,0,0,0,15.2,3.6,0
20140120,0,0,0,0,15.24,3.59,0
20140120,0,0,0,0,15.28,3.58,0
20140120,0,0,0,0,15.32,3.57,0
20140120,0,0,0,0,15.63,3.53,0
20140120,0,0,0,0,15.95,3.48,0
20140121,0,0,0,0,16.26,3.43,0
20140121,0,0,0,0,16.11,3.21,0
20140121,0,0,0,0,15.95,2.98,0
20140121,0,0,0,0,15.79,2.76,0
20140121,0,0,0,0,15.69,2.71,0
20140121,0,0,0,0,15.58,2.67,0
20140121,0,7400.4,58.28,7.92,15.47,2.62,0
20140121,0,53707.5,316.97,17.78,15.94,3.04,0
20140121,0,115361.4,672.15,26.03,16.41,3.46,0
20140121,0,117348,684.77,31.94,16.87,3.88,0
20140121,0,149541,884.09,34.74,16.87,3.98,0
20140121,0,147934.5,872.63,33.94,16.87,4.08,0
20140121,0,133100.1,777.98,29.7,16.88,4.18,0
20140121,0,99418.2,576.47,22.67,16.45,3.73,0
20140121,0,58634.1,347.69,13.63,16.02,3.28,0
20140121,0,995.4,15.39,3.24,15.59,2.83,0
20140121,0,0,0,0,15.14,2.69,0
20140121,0,0,0,0,14.69,2.55,0
20140121,0,0,0,0,14.25,2.41,0
20140121,0,0,0,0,14.11,2.56,0
20140121,0,0,0,0,13.98,2.7,0
20140121,0,0,0,0,13.85,2.84,0
20140121,0,0,0,0,14.01,2.88,0
20140121,0,0,0,0,14.16,2.92,0
20140122,0,0,0,0,14.32,2.97,0
20140122,0,0,0,0,13.93,2.89,0
20140122,0,0,0,0,13.53,2.81,0
20140122,0,0,0,0,13.13,2.73,0
20140122,0,0,0,0,12.94,2.38,0
20140122,0,0,0,0,12.74,2.03,0
20140122,0,6640.2,52.96,8.02,12.54,1.68,0
20140122,0,37132.2,223.26,17.91,12.99,1.39,0
20140122,0,112671.3,663.12,26.19,13.45,1.1,0
20140122,0,122854.2,734.16,32.14,13.9,0.81,0
20140122,0,149530.5,906.47,34.96,14.01,1.22,0
20140122,0,49734.3,295.16,34.18,14.12,1.63,0
20140122,0,76561.8,444.94,29.93,14.24,2.04,0
20140122,0,93275.7,543.73,22.89,14.11,1.55,0
20140122,0,59763.9,354.92,13.84,13.98,1.06,0
20140122,0,680.4,12.67,3.44,13.86,0.57,0
20140122,0,0,0,0,13.63,0.74,0
20140122,0,0,0,0,13.4,0.91,0
20140122,0,0,0,0,13.18,1.09,0
20140122,0,0,0,0,13.18,1.37,0
20140122,0,0,0,0,13.18,1.66,0
20140122,0,0,0,0,13.18,1.94,0
20140122,0,0,0,0,13.42,1.63,0
20140122,0,0,0,0,13.66,1.32,0
20140123,0,0,0,0,13.9,1.01,0
20140123,0,0,0,0,13.79,1.13,0
20140123,0,0,0,0,13.68,1.25,0
20140123,0,0,0,0,13.56,1.37,0
20140123,0,0,0,0,13.51,1.39,0
20140123,0,0,0,0,13.46,1.41,0
20140123,0,33862.5,213.68,8.13,13.41,1.43,0
20140123,0,82196.1,481.41,18.04,13.95,1.23,0
20140123,0,122012.1,726.78,26.36,14.49,1.02,0
20140123,0,141367.8,862.24,32.33,15.03,0.81,0
20140123,0,151078.2,923.01,35.18,15.12,1.21,0
20140123,0,146401.5,884.13,34.42,15.21,1.6,0
20140123,0,126199.5,746.51,30.17,15.3,2,0
20140123,0,58512.3,343.89,23.12,14.96,1.7,0
20140123,0,66009.3,391.45,14.05,14.62,1.4,0
20140123,0,1346.1,18.1,3.64,14.28,1.1,0
20140123,0,0,0,0,13.89,1.19,0
20140123,0,0,0,0,13.5,1.28,0
20140123,0,0,0,0,13.12,1.37,0
20140123,0,0,0,0,12.99,1.23,0
20140123,0,0,0,0,12.86,1.1,0
20140123,0,0,0,0,12.74,0.97,0
20140123,0,0,0,0,12.91,0.84,0
20140123,0,0,0,0,13.09,0.71,0
20140124,0,0,0,0,13.26,0.58,0
20140124,0,0,0,0,13.24,0.4,0
20140124,0,0,0,0,13.22,0.23,0
20140124,0,0,0,0,13.19,0.06,0
20140124,0,0,0,0,13.17,0.35,0
20140124,0,0,0,0,13.15,0.64,0
20140124,0,243.6,8.51,8.24,13.13,0.94,0
20140124,0,53974.2,316.9,18.18,13.76,1.92,0
20140124,0,79585.8,459.53,26.53,14.4,2.9,0
20140124,0,137436.6,800.32,32.54,15.03,3.88,0
20140124,0,61437.6,358.12,35.42,15.19,4.5,0
20140124,0,23688,150.41,34.66,15.35,5.12,0
20140124,0,18763.5,122.98,30.41,15.51,5.74,0
20140124,0,18267.9,120.19,23.35,15.5,5.2,0
20140124,0,20227.2,131.19,14.27,15.49,4.65,0
